age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
50,2,86373,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,<=50K
31,3,256362,13,Married-civ-spouse,Sales,Husband,White,Male,3908,0,50,United-States,<=50K
43,2,170230,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
44,2,106900,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
21,2,100345,9,Never-married,Craft-repair,Own-child,White,Male,0,0,53,United-States,<=50K
48,2,82008,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K
70,3,232871,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,<=50K
65,1,382245,9,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
25,2,167495,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
27,2,188519,9,Divorced,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
54,2,133963,10,Widowed,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K
43,1,223861,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
51,2,226735,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
47,2,176319,9,Married-civ-spouse,Sales,Own-child,White,Female,0,0,38,United-States,<=50K
22,2,242138,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
27,2,401508,9,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
46,2,118714,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
25,2,165866,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,United-States,<=50K
35,3,79586,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
27,2,138269,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K
41,2,124639,10,Separated,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,<=50K
45,2,197038,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
47,2,335973,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
52,2,101752,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,56,United-States,<=50K
27,2,200641,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Mexico,<=50K
20,2,253612,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
27,2,116531,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,2,329603,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
26,2,136951,9,Separated,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
60,2,52900,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
67,2,197816,10,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,>50K
18,2,155503,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
26,4,202560,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,35,United-States,<=50K
36,2,98389,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
43,2,73333,15,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,32,United-States,<=50K
29,2,239632,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,2,143032,14,Never-married,Prof-specialty,Own-child,White,Female,0,0,36,United-States,<=50K
17,2,67603,5,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,<=50K
44,4,35166,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,90,United-States,<=50K
39,2,167482,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,60,United-States,<=50K
36,4,258289,9,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,<=50K
42,3,369781,4,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,<=50K
21,2,118712,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,35,United-States,<=50K
24,2,190290,13,Never-married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
79,3,183686,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,20,United-States,<=50K
35,2,111499,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
45,1,166181,9,Divorced,Other-service,Own-child,Black,Female,0,0,40,United-States,<=50K
29,2,142249,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
47,2,148549,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
40,2,166662,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
30,2,399088,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,<=50K
43,2,110970,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,>50K
70,3,217801,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,<=50K
50,1,164127,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
31,2,332379,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,2,176602,9,Divorced,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
51,2,142835,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
23,4,271486,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K
66,2,304957,9,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,25,United-States,<=50K
51,2,165614,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,55,United-States,<=50K
45,2,105381,10,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,2,206532,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
32,2,208761,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
31,2,557853,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,5013,0,32,United-States,<=50K
39,2,338320,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
76,2,25319,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,<=50K
64,2,262645,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
28,1,154863,5,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Trinadad&Tobago,<=50K
25,5,187508,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
37,2,222450,7,Married-spouse-absent,Other-service,Other-relative,White,Male,0,0,40,El-Salvador,<=50K
43,3,179228,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
18,2,187221,9,Never-married,Other-service,Other-relative,White,Female,0,0,12,El-Salvador,<=50K
58,2,100303,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
21,2,170800,9,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,<=50K
36,2,157954,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
45,2,175600,11,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K
33,2,199248,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,>50K
37,2,119929,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
25,2,307643,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
37,2,107302,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
28,2,451742,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,2,190292,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
38,2,196123,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
26,2,195562,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
41,4,120539,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3103,0,40,United-States,<=50K
30,0,42900,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
47,2,98044,1,Never-married,Other-service,Not-in-family,White,Male,0,0,25,El-Salvador,<=50K
38,2,33001,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
33,4,222162,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
29,2,294592,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
52,2,200783,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,60,United-States,<=50K
41,2,155293,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
47,1,97419,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,<=50K
52,2,194259,9,Divorced,Sales,Not-in-family,White,Female,0,0,40,Germany,<=50K
18,2,28648,7,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K
38,2,185053,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,20,United-States,>50K
34,2,251421,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,5,265201,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
19,2,187724,10,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
44,2,216411,11,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,Dominican-Republic,<=50K
31,2,130021,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
30,5,136997,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
34,2,114639,10,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,20,United-States,<=50K
56,4,111385,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
34,0,341051,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,>50K
39,2,75891,13,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,<=50K
32,2,195602,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K
22,2,351952,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
38,2,38145,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K
57,2,366421,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,<=50K
24,5,208826,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,99,England,<=50K
29,2,183887,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K
24,2,196674,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
22,2,109456,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,32,United-States,<=50K
48,2,237525,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,65,United-States,>50K
47,2,370119,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
49,0,179869,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
54,2,387540,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
37,1,328301,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,<=50K
49,2,97883,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,<=50K
29,5,108432,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
44,2,721161,10,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
37,4,377798,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
51,2,102615,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,1977,40,United-States,>50K
64,1,142166,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,<=50K
56,2,279340,7,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
40,2,179508,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,55,United-States,<=50K
19,2,170800,10,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K
81,4,193237,2,Widowed,Sales,Other-relative,White,Male,0,0,45,Mexico,<=50K
23,2,181820,10,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,<=50K
31,1,190401,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
62,2,254534,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
56,2,182460,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
38,2,340763,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,2339,47,United-States,<=50K
23,2,60331,10,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,<=50K
25,2,187502,9,Never-married,Sales,Own-child,Black,Male,0,0,24,United-States,<=50K
26,2,183171,7,Never-married,Other-service,Own-child,Black,Male,1055,0,32,United-States,<=50K
21,2,152389,10,Never-married,Other-service,Not-in-family,Black,Female,0,0,30,United-States,<=50K
32,2,131568,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
34,2,183557,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K
28,2,63042,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,35,United-States,<=50K
46,1,216214,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
60,2,399387,4,Separated,Priv-house-serv,Unmarried,Black,Female,0,0,15,United-States,<=50K
46,2,102569,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,65,United-States,>50K
19,4,209826,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,32,United-States,<=50K
34,5,278378,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
36,2,186376,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,<=50K
36,2,175759,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K
47,2,420986,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
50,1,186888,9,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,40,United-States,<=50K
55,2,132145,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K
27,2,56870,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
25,0,303704,12,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,1,165304,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,>50K
27,2,244315,9,Divorced,Craft-repair,Other-relative,Other,Male,0,0,40,United-States,<=50K
20,2,108887,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,<=50K
25,5,117833,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,19,United-States,<=50K
39,2,157641,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
51,2,166461,7,Divorced,Machine-op-inspct,Unmarried,Black,Female,5455,0,40,United-States,<=50K
64,2,103021,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,2,208946,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
28,1,216965,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K
54,2,229272,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
50,2,271493,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,2,278924,9,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,2,218188,12,Never-married,Other-service,Own-child,White,Female,0,0,25,United-States,<=50K
47,2,184005,9,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,45,United-States,<=50K
45,5,213646,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
33,2,236396,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
28,1,180271,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,65,United-States,<=50K
32,2,176410,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,38,United-States,<=50K
33,2,342730,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,<=50K
53,1,608184,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K
56,3,131916,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
30,5,295612,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,2,115289,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
32,3,317660,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
23,2,81281,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
27,2,390657,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
42,2,97142,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
50,2,189183,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K
42,2,113770,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K
32,2,209691,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,42,United-States,>50K
17,2,297246,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,9,United-States,<=50K
51,2,138847,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,2,416745,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
42,2,412379,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
29,0,106179,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,1408,40,United-States,<=50K
49,2,169711,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Germany,>50K
34,2,340665,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,2057,35,United-States,<=50K
57,2,437727,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,>50K
24,2,396099,10,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,35,United-States,<=50K
39,1,102953,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
17,3,143034,6,Never-married,Other-service,Own-child,White,Male,0,0,4,United-States,<=50K
36,2,41624,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,70,Mexico,<=50K
38,2,175360,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,2559,90,United-States,>50K
20,1,235894,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
29,0,224858,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
29,2,351324,12,Never-married,Sales,Own-child,White,Female,0,0,32,United-States,<=50K
23,2,175431,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,2174,0,40,United-States,<=50K
47,2,223342,9,Divorced,Adm-clerical,Unmarried,White,Female,0,1504,35,United-States,<=50K
32,2,251243,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
21,2,72593,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
48,2,190072,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,<=50K
23,2,234302,9,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0,40,United-States,<=50K
39,2,343476,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
35,2,180419,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,2,122922,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,2,140001,9,Never-married,Sales,Own-child,White,Male,0,0,35,El-Salvador,<=50K
22,2,112693,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,<=50K
44,2,211351,10,Married-civ-spouse,Sales,Wife,White,Female,4386,0,40,United-States,>50K
43,2,197093,13,Never-married,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States,<=50K
40,2,283174,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
59,4,172618,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
40,1,183096,5,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Yugoslavia,<=50K
67,2,197865,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
57,4,225913,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,<=50K
46,2,211226,12,Married-civ-spouse,Transport-moving,Husband,Other,Male,0,0,36,United-States,<=50K
24,2,179627,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
60,5,97030,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K
22,2,194829,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,30,United-States,<=50K
62,2,143943,13,Widowed,Tech-support,Unmarried,White,Female,0,0,7,United-States,<=50K
39,2,365465,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
45,2,107682,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
23,2,138892,9,Never-married,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
29,5,199450,10,Divorced,Adm-clerical,Unmarried,Black,Male,0,0,40,United-States,<=50K
40,2,233130,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
61,2,26254,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
28,2,180928,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,5013,0,55,United-States,<=50K
44,2,84535,10,Divorced,Sales,Unmarried,White,Female,0,0,48,United-States,<=50K
25,2,356344,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
33,1,29144,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,2,129620,6,Never-married,Other-service,Other-relative,White,Female,0,0,30,United-States,<=50K
84,1,135839,11,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,14,United-States,<=50K
29,1,152461,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,1,178449,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
52,1,251841,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K
23,2,124971,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K
25,2,231016,14,Never-married,Prof-specialty,Not-in-family,White,Female,4650,0,37,United-States,<=50K
34,2,234386,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K
31,2,115963,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
24,2,194748,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,49,United-States,<=50K
60,4,176360,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
29,2,187073,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,2,203160,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,1,179681,9,Never-married,Transport-moving,Own-child,White,Female,0,0,37,United-States,<=50K
39,2,451059,5,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
66,2,284021,9,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,2,56460,13,Never-married,Sales,Unmarried,White,Female,0,0,41,United-States,<=50K
31,1,150324,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
46,2,119939,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,2,291181,9,Never-married,Sales,Other-relative,White,Female,0,0,28,Mexico,<=50K
29,2,160731,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
41,2,113823,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,>50K
24,2,236696,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,Taiwan,<=50K
38,2,162322,11,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
33,2,164190,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
19,2,187352,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
49,3,109705,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,32,United-States,<=50K
76,2,201240,9,Never-married,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,<=50K
49,2,157991,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
50,5,196900,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,39,United-States,<=50K
69,2,108196,5,Never-married,Craft-repair,Other-relative,White,Male,2993,0,40,United-States,<=50K
31,3,229741,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1579,45,United-States,<=50K
38,2,199256,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
39,2,166744,9,Never-married,Other-service,Own-child,White,Female,0,0,38,United-States,<=50K
26,0,169101,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K
58,2,136841,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,35,United-States,>50K
35,2,99065,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,32,United-States,<=50K
22,2,362623,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
24,2,498349,13,Never-married,Transport-moving,Unmarried,Black,Female,0,0,40,United-States,<=50K
28,2,134890,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K
38,0,455379,8,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,56,United-States,<=50K
25,2,294400,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
21,2,29810,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
44,2,144778,10,Separated,Exec-managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
32,2,244147,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,1876,50,United-States,<=50K
17,2,224073,7,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,<=50K
37,0,93225,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,7688,0,40,United-States,>50K
32,2,321313,14,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,<=50K
45,2,259463,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,2,153019,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K
19,2,197748,7,Divorced,Sales,Unmarried,White,Female,0,0,20,United-States,<=50K
43,3,150533,11,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,<=50K
